CustID,Order,Visits,Device,Region,Distance,Shirtsyment,Gender,FaceTime,NoDevices,Category,Csat,MaritalState,NumAdress,Complaints,Coupons,NumOrders,LastOrder,Returns,BasSize
52632,Nein,13.0,Phone,1,8.0,Debit Card,Female,3.0,3,Shirts,5,Married,5,0,1.0,1.0,2.0,133.77,0
51162,Nein,13.0,Phone,1,8.0,Debit Card,Female,2.0,3,Shirts,5,Married,5,0,1.0,1.0,2.0,133.77,0
50659,Nein,14.0,Phone,1,13.0,COD,Female,2.0,1,Shirts,3,Divorced,2,0,1.0,1.0,8.0,133.76,0
52129,Nein,14.0,Phone,1,13.0,COD,Female,2.0,1,Shirts,3,Married,2,0,0.0,1.0,8.0,133.76,0
52769,Nein,0.0,Phone,1,7.0,Debit Card,Male,3.0,3,Shirts,3,Single,1,0,1.0,1.0,2.0,133.75,0
51299,Nein,0.0,Phone,1,6.0,Debit Card,Male,3.0,3,Shirts,3,Single,1,0,0.0,1.0,2.0,133.75,0
50033,Nein,30.0,Phone,1,15.0,CC,Female,3.0,4,Shirts,4,Divorced,5,1,1.0,1.0,0.0,133.46,0
51503,Nein,30.0,Phone,1,15.0,CC,Female,3.0,4,Shirts,4,Married,5,1,1.0,1.0,0.0,133.46,0
51015,Nein,5.0,Phone,1,11.0,UPI,Female,2.0,1,Shirts,1,Married,4,0,1.0,1.0,2.0,133.12,0
52485,Nein,5.0,Phone,1,11.0,UPI,Female,2.0,1,Shirts,1,Married,4,0,1.0,1.0,2.0,133.12,0
50165,Nein,1.0,Phone,1,14.0,Debit Card,Female,3.0,3,Shirts,2,Single,2,0,0.0,1.0,2.0,133.1,0
51635,Nein,1.0,Phone,1,14.0,Debit Card,Female,3.0,3,Shirts,1,Single,2,0,1.0,1.0,2.0,133.1,0
51078,Nein,11.0,Phone,1,10.0,CC,Female,2.0,3,Shirts,3,Married,8,0,0.0,1.0,0.0,133.06,0
52548,Nein,11.0,Phone,1,10.0,CC,Female,2.0,3,Shirts,3,Married,8,0,0.0,1.0,0.0,133.06,0
51362,Nein,5.0,Phone,1,11.0,Debit Card,Male,3.0,1,Shirts,4,Married,1,1,1.0,1.0,5.0,132.98,0
51114,Nein,0.0,Phone,1,10.0,CC,Female,2.0,3,Shirts,4,Single,2,0,1.0,1.0,2.0,132.95,0
52584,Nein,0.0,Phone,1,10.0,CC,Female,2.0,3,Shirts,4,Single,2,0,0.0,1.0,2.0,132.95,0
50541,Nein,20.0,Phone,3,8.0,Debit Card,Female,3.0,4,Shirts,2,Single,2,1,1.0,1.0,2.0,132.94,0
52011,Nein,20.0,Phone,3,8.0,Debit Card,Female,3.0,4,Shirts,1,Single,2,1,0.0,1.0,2.0,132.94,0
52373,Nein,7.0,Phone,1,7.0,Debit Card,Female,2.0,4,Shirts,4,Married,6,0,1.0,1.0,2.0,132.94,0
50903,Nein,7.0,Phone,1,6.0,Debit Card,Female,2.0,4,Shirts,4,Divorced,6,0,1.0,1.0,2.0,132.94,0
50699,Nein,2.0,Computer,1,16.0,Debit Card,Female,3.0,3,Shirts,4,Married,1,0,1.0,1.0,1.0,132.91,0
52169,Nein,2.0,Computer,1,16.0,Debit Card,Female,3.0,3,Shirts,4,Married,1,0,0.0,1.0,1.0,132.91,0
50450,Nein,7.0,Phone,1,6.0,Debit Card,Female,3.0,1,Shirts,2,Single,3,0,0.0,1.0,3.0,132.8,0
51920,Nein,7.0,Phone,1,6.0,Debit Card,Female,3.0,1,Shirts,1,Single,3,0,1.0,1.0,3.0,132.8,0
50150,Nein,0.0,Phone,1,9.0,CC,Male,3.0,4,Shirts,3,Single,2,0,1.0,1.0,0.0,132.3,0
51620,Nein,0.0,Phone,1,9.0,CC,Male,3.0,4,Shirts,3,Single,2,0,1.0,1.0,0.0,132.3,0
52349,Nein,0.0,Phone,1,7.0,COD,Male,2.0,3,Shirts,1,Married,5,0,0.0,1.0,2.0,132.29,0
50879,Nein,0.0,Phone,1,6.0,COD,Male,2.0,3,Shirts,2,Divorced,5,0,1.0,1.0,2.0,132.29,0
50399,Nein,23.0,Phone,1,34.0,CC,Male,3.0,2,Shirts,3,Divorced,2,1,3.0,3.0,8.0,132.21,0
51869,Nein,23.0,Phone,1,34.0,CC,Male,3.0,1,Shirts,3,Married,2,1,0.0,3.0,8.0,132.21,0
50106,Nein,25.0,Phone,1,8.0,Debit Card,Female,2.0,4,Shirts,2,Single,8,0,0.0,2.0,2.0,132.12,0
51576,Nein,25.0,Phone,1,8.0,Debit Card,Female,2.0,4,Shirts,1,Single,8,0,2.0,2.0,2.0,132.12,0
51023,Nein,22.0,Phone,1,31.0,Debit Card,Female,2.0,3,Shirts,5,Married,2,0,0.0,1.0,4.0,132.11,0
52493,Nein,22.0,Phone,1,31.0,Debit Card,Female,2.0,3,Shirts,5,Married,2,0,1.0,1.0,4.0,132.11,0
50145,Nein,9.0,Phone,1,12.0,Debit Card,Male,2.0,3,Shirts,2,Divorced,1,0,4.0,10.0,11.0,132.1,0
51615,Nein,9.0,Phone,1,12.0,Debit Card,Male,2.0,3,Shirts,1,Married,1,0,1.0,10.0,11.0,132.1,0
51491,Nein,3.0,Phone,1,11.0,COD,Female,2.0,3,Shirts,5,Married,6,0,0.0,2.0,30.0,132.04,0
50695,Nein,1.0,Phone,1,8.0,Debit Card,Male,3.0,4,Shirts,4,Divorced,1,0,0.0,1.0,4.0,132.01,0
52165,Nein,1.0,Phone,1,8.0,Debit Card,Male,3.0,4,Shirts,4,Married,1,0,0.0,1.0,4.0,132.01,0
50744,Nein,1.0,Phone,1,25.0,CC,Male,3.0,4,Shirts,5,Divorced,2,0,1.0,3.0,3.0,131.96,0
52214,Nein,1.0,Phone,1,25.0,CC,Male,3.0,4,Shirts,5,Married,2,0,1.0,3.0,3.0,131.96,0
52546,Nein,17.0,Phone,2,7.0,Debit Card,Female,2.0,3,Shirts,1,Married,5,1,2.0,2.0,2.0,131.95,0
51076,Nein,17.0,Phone,2,6.0,Debit Card,Female,2.0,3,Shirts,1,Married,5,1,2.0,2.0,2.0,131.95,0
50948,Nein,2.0,Computer,1,8.0,Debit Card,Female,3.0,3,Shirts,4,Divorced,1,0,0.0,1.0,2.0,131.8,0
52418,Nein,2.0,Computer,1,8.0,Debit Card,Female,3.0,3,Shirts,4,Married,1,0,1.0,1.0,2.0,131.8,0
52388,Nein,17.0,Computer,1,11.0,Debit Card,Male,2.0,4,Shirts,3,Single,4,0,0.0,1.0,3.0,131.62,0
51986,Nein,0.0,Computer,1,10.0,Debit Card,Male,2.0,4,Shirts,1,Married,1,0,0.0,3.0,4.0,131.62,0
50918,Nein,17.0,Computer,1,11.0,Debit Card,Male,,4,Shirts,3,Single,4,0,0.0,1.0,3.0,131.62,0
50516,Nein,0.0,Computer,1,10.0,Debit Card,Male,,4,Shirts,2,Divorced,1,0,0.0,3.0,4.0,131.62,0
51158,Nein,6.0,Phone,1,14.0,Debit Card,Male,,1,Shirts,5,Married,7,0,6.0,7.0,6.0,131.43,0
52628,Nein,6.0,Phone,1,14.0,Debit Card,Male,,1,Shirts,5,Married,7,0,3.0,7.0,6.0,131.43,0
50728,Nein,2.0,Phone,1,12.0,CC,Female,,3,Shirts,2,Divorced,2,0,0.0,1.0,8.0,131.31,0
52198,Nein,2.0,Phone,1,12.0,CC,Female,,3,Shirts,1,Married,2,0,0.0,1.0,8.0,131.31,0
51028,Nein,0.0,Phone,1,11.0,CC,Male,,3,Shirts,1,Single,2,0,1.0,2.0,2.0,131.17,0
52498,Nein,0.0,Phone,1,11.0,CC,Male,,3,Shirts,1,Single,2,0,0.0,2.0,2.0,131.17,0
51351,Nein,5.0,Computer,1,8.0,Debit Card,Male,,3,Shirts,1,Single,1,0,1.0,3.0,6.0,130.68,0
51293,Nein,4.0,Phone,3,8.0,Debit Card,Male,,3,Shirts,3,Married,1,0,1.0,1.0,2.0,130.67,0
52763,Nein,4.0,Phone,3,8.0,Debit Card,Male,,3,Shirts,3,Married,1,0,0.0,1.0,2.0,130.67,0
51258,Nein,4.0,Computer,1,9.0,CC,Male,,3,Shirts,5,Married,2,1,0.0,2.0,3.0,130.65,0
52728,Nein,4.0,Computer,1,9.0,CC,Male,,3,Shirts,5,Married,2,1,2.0,2.0,3.0,130.65,0
50046,Nein,0.0,Phone,1,23.0,COD,Male,,3,Shirts,4,Divorced,1,1,1.0,1.0,1.0,130.58,0
51516,Nein,0.0,Phone,1,23.0,COD,Male,,3,Shirts,4,Married,1,1,0.0,1.0,1.0,130.58,0
50435,Nein,11.0,Phone,1,8.0,CC,Male,,3,Shirts,3,Divorced,7,1,0.0,1.0,1.0,130.57,0
51905,Nein,11.0,Phone,1,8.0,CC,Male,,3,Shirts,3,Married,7,1,0.0,1.0,1.0,130.57,0
51420,Nein,9.0,Phone,1,12.0,Debit Card,Female,,1,Shirts,1,Married,4,0,0.0,1.0,0.0,130.38,0
50045,Nein,5.0,Phone,1,12.0,Debit Card,Male,,3,Shirts,3,Single,4,0,0.0,1.0,4.0,130.38,0
51515,Nein,5.0,Phone,1,12.0,Debit Card,Male,,3,Shirts,3,Single,4,0,0.0,1.0,4.0,130.38,0
50262,Nein,10.0,Phone,1,20.0,Debit Card,Female,,3,Shirts,5,Married,2,0,3.0,12.0,17.0,130.34,0
51732,Nein,10.0,Phone,1,20.0,Debit Card,Female,,3,Shirts,5,Married,2,0,10.0,12.0,17.0,130.34,0
50732,Nein,0.0,Phone,1,9.0,Debit Card,Male,,4,Shirts,3,Single,2,0,0.0,1.0,2.0,130.33,0
52202,Nein,0.0,Phone,1,5.0,Debit Card,Male,,4,Shirts,3,Single,2,0,0.0,1.0,2.0,130.33,0
51393,Nein,10.0,Phone,1,25.0,Debit Card,Male,,3,Shirts,4,Married,5,0,0.0,1.0,0.0,130.22,0
50865,Nein,10.0,Phone,1,10.0,Debit Card,Male,,3,Shirts,3,Divorced,8,1,1.0,1.0,3.0,129.96,0
52335,Nein,10.0,Phone,1,10.0,Debit Card,Male,,3,Shirts,3,Married,8,1,1.0,1.0,3.0,129.96,0
52361,Nein,7.0,Computer,1,7.0,UPI,Male,,3,Shirts,5,Married,6,0,1.0,1.0,3.0,129.96,0
50891,Nein,7.0,Computer,1,6.0,UPI,Male,,3,Shirts,5,Married,6,0,1.0,1.0,3.0,129.96,0
50785,Nein,0.0,Phone,1,31.0,Debit Card,Female,,1,Shirts,2,Single,2,1,1.0,1.0,1.0,129.94,0
52255,Nein,0.0,Phone,1,31.0,Debit Card,Female,,1,Shirts,1,Single,2,1,0.0,1.0,1.0,129.94,0
52746,Nein,11.0,Computer,2,7.0,UPI,Male,,3,Shirts,4,Married,1,1,0.0,1.0,2.0,129.91,0
51276,Nein,11.0,Computer,2,6.0,UPI,Male,,3,Shirts,4,Married,1,1,1.0,1.0,2.0,129.91,0
50313,Nein,3.0,Phone,3,13.0,E wallet,Male,,3,Shirts,4,Single,1,0,1.0,1.0,2.0,129.83,0
51783,Nein,3.0,Phone,3,13.0,E wallet,Male,,3,Shirts,4,Single,1,0,0.0,1.0,2.0,129.83,0
50679,Nein,7.0,Computer,1,9.0,Debit Card,Male,,4,Shirts,2,Divorced,4,0,1.0,1.0,0.0,129.79,0
52149,Nein,7.0,Computer,1,9.0,Debit Card,Male,,4,Shirts,1,Married,4,0,0.0,1.0,0.0,129.79,0
52804,Nein,8.0,Phone,1,7.0,Debit Card,Female,,5,Shirts,1,Married,2,0,1.0,1.0,1.0,129.77,0
51334,Nein,8.0,Phone,1,6.0,Debit Card,Female,,5,Shirts,1,Married,2,0,0.0,1.0,1.0,129.77,0
51095,Nein,2.0,Phone,1,15.0,CC,Female,,3,Shirts,3,Married,10,0,1.0,1.0,2.0,129.74,0
52565,Nein,2.0,Phone,1,15.0,CC,Female,,3,Shirts,3,Married,10,0,0.0,1.0,2.0,129.74,0
50524,Nein,10.0,Computer,3,27.0,CC,Female,,3,Shirts,2,Divorced,6,0,1.0,1.0,0.0,129.73,0
51994,Nein,10.0,Computer,3,27.0,CC,Female,,3,Shirts,1,Married,6,0,1.0,1.0,0.0,129.73,0
50991,Nein,7.0,Phone,1,13.0,CC,Male,,3,Shirts,1,Single,2,0,0.0,1.0,0.0,129.72,0
52461,Nein,7.0,Phone,1,13.0,CC,Male,,3,Shirts,1,Single,2,0,0.0,1.0,0.0,129.72,0
51340,Nein,0.0,Phone,3,11.0,UPI,Female,,4,Shirts,3,Single,1,0,0.0,1.0,0.0,129.66,0
52810,Nein,0.0,Phone,3,11.0,UPI,Female,,4,Shirts,3,Single,1,0,1.0,1.0,0.0,129.66,0
51447,Nein,5.0,Phone,1,6.0,Debit Card,Male,,3,Shirts,5,Single,2,0,0.0,1.0,0.0,129.56,0
50876,Nein,25.0,Phone,1,14.0,UPI,Female,,3,Shirts,5,Divorced,10,0,1.0,1.0,4.0,129.5,0
52346,Nein,25.0,Phone,1,14.0,UPI,Female,,3,Shirts,5,Married,10,0,1.0,1.0,4.0,129.5,0
51480,Nein,0.0,Phone,2,31.0,Debit Card,Female,,3,Shirts,3,Married,2,0,2.0,5.0,7.0,129.42,0
50648,Nein,29.0,Computer,1,15.0,CC,Female,,3,Shirts,3,Divorced,3,0,0.0,1.0,3.0,129.42,0
52118,Nein,29.0,Computer,1,15.0,CC,Female,,3,Shirts,3,Married,3,0,1.0,1.0,3.0,129.42,0
51196,Nein,15.0,Computer,1,16.0,COD,Male,,3,Shirts,3,Married,4,0,1.0,3.0,3.0,129.36,0
52666,Nein,15.0,Computer,1,16.0,COD,Male,,3,Shirts,3,Married,4,0,3.0,3.0,3.0,129.36,0
51363,Nein,0.0,Computer,1,22.0,CC,Male,,1,Shirts,1,Married,2,1,0.0,1.0,0.0,129.35,0
52695,Nein,0.0,Phone,1,7.0,Debit Card,Female,,4,Shirts,3,Married,2,1,0.0,1.0,0.0,129.33,0
51225,Nein,0.0,Phone,1,6.0,Debit Card,Female,,4,Shirts,3,Married,2,1,0.0,1.0,0.0,129.33,0
51128,Nein,7.0,Phone,1,8.0,CC,Male,,1,Shirts,1,Married,1,1,0.0,1.0,2.0,129.32,0
52598,Nein,7.0,Phone,1,8.0,CC,Male,,1,Shirts,1,Married,1,1,1.0,1.0,2.0,129.32,0
51088,Nein,7.0,Phone,1,25.0,Debit Card,Female,,4,Shirts,1,Married,2,0,3.0,8.0,7.0,129.29,0
52558,Nein,7.0,Phone,1,25.0,Debit Card,Female,,4,Shirts,1,Married,2,0,1.0,8.0,7.0,129.29,0
51358,Nein,4.0,Phone,1,32.0,Debit Card,Male,,3,Shirts,3,Married,2,0,3.0,4.0,3.0,129.11,0
50122,Nein,6.0,Phone,1,11.0,Debit Card,Female,,4,Shirts,2,Divorced,2,0,0.0,1.0,2.0,129.11,0
51592,Nein,6.0,Phone,1,11.0,Debit Card,Female,,4,Shirts,1,Married,2,0,0.0,1.0,2.0,129.11,0
51349,Nein,6.0,Computer,1,9.0,Debit Card,Female,,3,Shirts,3,Married,2,1,2.0,3.0,0.0,129.09,0
50221,Nein,0.0,Phone,1,32.0,Debit Card,Male,,3,Shirts,2,Married,2,0,1.0,1.0,2.0,129.04,0
51691,Nein,0.0,Phone,1,32.0,Debit Card,Male,,3,Shirts,1,Married,2,0,0.0,1.0,2.0,129.04,0
50518,Nein,11.0,Phone,3,15.0,E wallet,Male,,4,Shirts,4,Divorced,1,0,0.0,1.0,2.0,128.99,0
51988,Nein,11.0,Phone,3,15.0,E wallet,Male,,4,Shirts,4,Married,1,0,0.0,1.0,2.0,128.99,0
51454,Nein,0.0,Phone,1,13.0,CC,Male,,4,Shirts,1,Married,2,0,0.0,2.0,1.0,128.89,0
50294,Nein,0.0,Phone,1,29.0,Debit Card,Female,,3,Shirts,2,Married,2,0,1.0,1.0,2.0,128.86,0
51764,Nein,0.0,Phone,1,29.0,Debit Card,Female,,3,Shirts,1,Married,2,0,0.0,1.0,2.0,128.86,0
50788,Nein,0.0,Phone,1,10.0,Debit Card,Male,,3,Shirts,2,Single,2,1,0.0,2.0,2.0,128.75,0
52258,Nein,0.0,Phone,1,10.0,Debit Card,Male,,3,Shirts,1,Single,2,1,2.0,2.0,2.0,128.75,0
51455,Nein,0.0,Phone,1,21.0,CC,Female,,3,Shirts,1,Single,2,0,1.0,1.0,0.0,128.71,0
52732,Nein,0.0,Phone,1,7.0,CC,Male,,3,Shirts,5,Single,1,0,7.0,7.0,6.0,128.67,0
51262,Nein,0.0,Phone,1,6.0,CC,Male,,3,Shirts,5,Single,1,0,3.0,7.0,6.0,128.67,0
51109,Nein,3.0,Phone,1,22.0,Debit Card,Male,,3,Shirts,1,Married,2,0,0.0,1.0,8.0,128.62,0
52579,Nein,3.0,Phone,1,22.0,Debit Card,Male,,3,Shirts,1,Married,2,0,0.0,1.0,8.0,128.62,0
51427,Nein,8.0,Phone,1,6.0,CC,Male,,4,Shirts,3,Single,2,0,1.0,1.0,4.0,128.59,0
52737,Nein,11.0,Phone,3,7.0,Debit Card,Male,,4,Shirts,5,Single,5,0,1.0,1.0,0.0,128.58,0
51267,Nein,11.0,Phone,3,6.0,Debit Card,Male,,4,Shirts,5,Single,5,0,0.0,1.0,0.0,128.58,0
51213,Nein,1.0,Phone,3,9.0,CC,Female,,3,Shirts,4,Married,2,0,1.0,1.0,0.0,128.56,0
52683,Nein,1.0,Phone,3,9.0,CC,Female,,3,Shirts,4,Married,2,0,1.0,1.0,0.0,128.56,0
50702,Nein,11.0,Phone,2,6.0,UPI,Male,,1,Shirts,3,Divorced,2,0,1.0,5.0,0.0,128.44,0
52172,Nein,11.0,Phone,2,6.0,UPI,Male,,1,Shirts,3,Married,2,0,3.0,5.0,0.0,128.44,0
50806,Nein,24.0,Computer,1,12.0,CC,Female,,4,Shirts,3,Single,1,0,7.0,7.0,7.0,128.38,0
52276,Nein,24.0,Computer,1,12.0,CC,Female,,4,Shirts,3,Single,1,0,3.0,7.0,7.0,128.38,0
51302,Nein,5.0,Phone,1,35.0,Debit Card,Female,,4,Shirts,4,Single,2,0,3.0,4.0,1.0,128.37,0
52772,Nein,5.0,Phone,1,35.0,Debit Card,Female,,4,Shirts,4,Single,2,0,0.0,4.0,1.0,128.37,0
50363,Nein,0.0,Phone,1,6.0,Debit Card,Female,,4,Shirts,4,Single,2,0,1.0,1.0,0.0,128.36,0
51833,Nein,0.0,Phone,1,6.0,Debit Card,Female,,4,Shirts,4,Single,2,0,0.0,1.0,0.0,128.36,0
51464,Nein,9.0,Phone,1,9.0,Debit Card,Female,,3,Shirts,1,Married,6,0,0.0,1.0,0.0,128.35,0
50726,Nein,5.0,Computer,3,8.0,Debit Card,Female,,3,Shirts,5,Married,2,0,0.0,1.0,0.0,128.27,0
52196,Nein,5.0,Computer,3,8.0,Debit Card,Female,,3,Shirts,5,Married,2,0,1.0,1.0,0.0,128.27,0
50641,Nein,11.0,Computer,1,9.0,UPI,Male,,3,Shirts,3,Divorced,4,0,2.0,2.0,2.0,128.21,0
52111,Nein,11.0,Computer,1,9.0,UPI,Male,,3,Shirts,3,Married,4,0,2.0,2.0,2.0,128.21,0
50392,Nein,0.0,Phone,1,10.0,CC,Male,,2,Shirts,5,Divorced,3,0,0.0,1.0,2.0,128.19,0
51862,Nein,0.0,Phone,1,10.0,CC,Male,,1,Shirts,5,Married,3,0,0.0,1.0,2.0,128.19,0
50507,Nein,17.0,Phone,1,14.0,Debit Card,Male,,1,Shirts,2,Divorced,3,1,1.0,1.0,2.0,128.18,0
51977,Nein,17.0,Phone,1,14.0,Debit Card,Male,,1,Shirts,1,Married,3,1,1.0,1.0,2.0,128.18,0
51013,Nein,0.0,Computer,1,32.0,UPI,Female,,4,Shirts,3,Married,2,1,0.0,1.0,3.0,128.14,0
52483,Nein,0.0,Computer,1,32.0,UPI,Female,,4,Shirts,3,Married,2,1,1.0,1.0,3.0,128.14,0
50593,Nein,0.0,Phone,1,22.0,COD,Female,,3,Shirts,4,Divorced,10,0,2.0,2.0,2.0,128.11,0
52063,Nein,0.0,Phone,1,22.0,COD,Female,,3,Shirts,4,Married,10,0,2.0,2.0,2.0,128.11,0
51259,Nein,9.0,Computer,1,15.0,Debit Card,Male,,1,Shirts,4,Married,2,0,1.0,1.0,2.0,128.1,0
52729,Nein,9.0,Computer,1,15.0,Debit Card,Male,,1,Shirts,4,Married,2,0,1.0,1.0,2.0,128.1,0
51331,Nein,13.0,Phone,1,8.0,Debit Card,Male,,4,Shirts,3,Single,3,0,0.0,2.0,2.0,128.09,0
52801,Nein,13.0,Phone,1,8.0,Debit Card,Male,,4,Shirts,3,Single,3,0,0.0,2.0,2.0,128.09,0
51205,Nein,2.0,Phone,2,12.0,CC,Male,,4,Shirts,4,Married,2,0,1.0,1.0,0.0,128.04,0
52675,Nein,2.0,Phone,2,12.0,CC,Male,,4,Shirts,4,Married,2,0,1.0,1.0,0.0,128.04,0
50549,Nein,6.0,Phone,1,6.0,UPI,Male,,4,Shirts,5,Single,4,1,0.0,1.0,2.0,127.99000000000001,0
52019,Nein,6.0,Phone,1,6.0,UPI,Male,,4,Shirts,5,Single,4,1,1.0,1.0,2.0,127.99000000000001,0
50136,Nein,5.0,Computer,1,13.0,Debit Card,Male,,2,Shirts,4,Divorced,2,0,0.0,1.0,3.0,127.94,0
51606,Nein,5.0,Computer,1,13.0,Debit Card,Male,,1,Shirts,4,Married,2,0,0.0,1.0,3.0,127.94,0
51572,Nein,10.0,Computer,3,10.0,E wallet,Male,,3,Shirts,1,Married,5,0,3.0,5.0,8.0,127.93,0
50694,Nein,4.0,Computer,3,26.0,Debit Card,Male,,1,Shirts,2,Divorced,1,0,1.0,2.0,2.0,127.91,0
52164,Nein,4.0,Computer,3,26.0,Debit Card,Male,,1,Shirts,1,Married,1,0,2.0,2.0,2.0,127.91,0
50168,Nein,4.0,Computer,3,11.0,E wallet,Female,,3,Shirts,4,Married,2,0,0.0,2.0,2.0,127.88999999999999,0
51638,Nein,4.0,Computer,3,11.0,E wallet,Female,,3,Shirts,4,Married,2,0,0.0,2.0,2.0,127.88999999999999,0
51054,Nein,0.0,Phone,3,8.0,CC,Female,,3,Shirts,3,Single,2,0,0.0,2.0,2.0,127.83000000000001,0
